task_id,status,confidence,review_reason,person_id,image_id,split,redacted_image_uri,family,category,occasion,formality,aesthetic_tags,color_mood,layering,fit,silhouette,color_family,pattern,style_item_id
auto_style_000309,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_1c9e0e37b954,p_1c9e0e37b954_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_1c9e0e37b954_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000310,auto_labeled,0.87,fit_unknown|silhouette_unknown,p_a23e9f5aacda,p_a23e9f5aacda_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_a23e9f5aacda_01.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,black,solid,style_dress_jumpsuit|romper|casual|unknown|black|classic+romantic
auto_style_000311,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0f9418e82300,p_0f9418e82300_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_0f9418e82300_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_000312,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_851f369252a3,p_851f369252a3_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_851f369252a3_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,green,solid,style_dress_jumpsuit|midi_dress|casual|unknown|green|classic+romantic
auto_style_000313,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_80ee2e4e4b4c,p_80ee2e4e4b4c_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_80ee2e4e4b4c_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,gray,solid,style_dress_jumpsuit|midi_dress|casual|unknown|gray|classic+romantic
auto_style_000314,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_80ee2e4e4b4c,p_80ee2e4e4b4c_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_80ee2e4e4b4c_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,purple,solid,style_dress_jumpsuit|midi_dress|casual|unknown|purple|classic+romantic
auto_style_000315,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_36641af2ec53,p_36641af2ec53_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_36641af2ec53_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,gray,solid,style_top|tank|casual|unknown|gray|casual_basic
auto_style_000316,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_df8611608fc0,p_df8611608fc0_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_df8611608fc0_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,unknown,unknown,multi,solid,style_dress_jumpsuit|midi_dress|casual|unknown|multi|classic+romantic
auto_style_000317,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_1c9e0e37b954,p_1c9e0e37b954_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_1c9e0e37b954_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000318,auto_labeled,0.87,fit_unknown|silhouette_unknown,p_e586ac3a5344,p_e586ac3a5344_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_e586ac3a5344_01.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,black,solid,style_dress_jumpsuit|romper|casual|unknown|black|classic+romantic
auto_style_000319,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_10af369a8d4e,p_10af369a8d4e_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_10af369a8d4e_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000320,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_6ec28e57c3ca,p_6ec28e57c3ca_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_6ec28e57c3ca_03.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,solid,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000321,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_4b72671de922,p_4b72671de922_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_4b72671de922_01.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,unknown,unknown,black,solid,style_top|blouse|casual|unknown|black|classic+minimal
auto_style_000322,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_26636483d25f,p_26636483d25f_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_26636483d25f_01.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_000323,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_fda4ec013763,p_fda4ec013763_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_fda4ec013763_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,purple,solid,style_top|tank|casual|unknown|purple|casual_basic
auto_style_000324,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_d2b98093e34b,p_d2b98093e34b_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_d2b98093e34b_01.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,unknown,unknown,white,solid,style_top|blouse|casual|unknown|white|classic+minimal
auto_style_000325,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_fc67ad8d0090,p_fc67ad8d0090_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_fc67ad8d0090_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,stripe,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000326,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_757eee7040d3,p_757eee7040d3_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_757eee7040d3_04.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,green,plaid,style_top|sweater|casual|unknown|green|casual_basic+soft
auto_style_000327,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_42bcc8c64308,p_42bcc8c64308_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_42bcc8c64308_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000328,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d1e069a40058,p_d1e069a40058_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_d1e069a40058_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_000329,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_68eb8d6690c5,p_68eb8d6690c5_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_68eb8d6690c5_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000330,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_1c9e0e37b954,p_1c9e0e37b954_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_1c9e0e37b954_05.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000331,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_7be30f78bf67,p_7be30f78bf67_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_7be30f78bf67_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,white,solid,style_dress_jumpsuit|midi_dress|casual|unknown|white|classic+romantic
auto_style_000332,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_9dbbcd8f0fd5,p_9dbbcd8f0fd5_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_9dbbcd8f0fd5_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,blue,solid,style_top|tank|casual|unknown|blue|casual_basic
auto_style_000333,auto_labeled,0.74,color_mood_unknown|fit_unknown|color_family_unknown,p_d3a376fd8616,p_d3a376fd8616_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_d3a376fd8616_03.jpg,outerwear,coat,casual,casual,casual_basic,unknown,light_layering,unknown,tailored,unknown,solid,style_outerwear|coat|casual|unknown|unknown|casual_basic
auto_style_000334,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_5fa287e24c67,p_5fa287e24c67_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_5fa287e24c67_02.jpg,top,sweater,casual,casual,casual_basic|soft,neutral,single_layer,unknown,unknown,black,solid,style_top|sweater|casual|unknown|black|casual_basic+soft
auto_style_000335,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_97f1078ae3b7,p_97f1078ae3b7_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_97f1078ae3b7_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,white,solid,style_dress_jumpsuit|midi_dress|casual|unknown|white|classic+romantic
auto_style_000336,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_18d64ba2ff31,p_18d64ba2ff31_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_18d64ba2ff31_02.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_000337,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_a18e1a8a80fc,p_a18e1a8a80fc_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_a18e1a8a80fc_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,unknown,unknown,multi,solid,style_dress_jumpsuit|midi_dress|casual|unknown|multi|classic+romantic
auto_style_000338,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_c7072497e475,p_c7072497e475_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000339,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_144f85e66d32,p_144f85e66d32_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_144f85e66d32_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000340,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9fc07204fcdf,p_9fc07204fcdf_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_9fc07204fcdf_03.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_000341,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_95ee6da36fe5,p_95ee6da36fe5_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_95ee6da36fe5_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,red,solid,style_dress_jumpsuit|midi_dress|casual|unknown|red|classic+romantic
auto_style_000342,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9ee0d111148b,p_9ee0d111148b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_9ee0d111148b_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_000343,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_327ba3a5eb80,p_327ba3a5eb80_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_327ba3a5eb80_01.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,blue,plaid,style_top|sweater|casual|unknown|blue|casual_basic+soft
auto_style_000344,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_ddc0fde5ecc9,p_ddc0fde5ecc9_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_ddc0fde5ecc9_02.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,unknown,unknown,white,solid,style_top|blouse|casual|unknown|white|classic+minimal
auto_style_000345,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_c2a7c8940e3b,p_c2a7c8940e3b_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_c2a7c8940e3b_01.jpg,top,sweater,casual,casual,casual_basic|soft,colorful,single_layer,unknown,unknown,multi,solid,style_top|sweater|casual|unknown|multi|casual_basic+soft
auto_style_000346,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_3edf7e4932d1,p_3edf7e4932d1_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_3edf7e4932d1_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000347,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0f4d1f6ab72b,p_0f4d1f6ab72b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_0f4d1f6ab72b_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_000348,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_6cd3ae226094,p_6cd3ae226094_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_6cd3ae226094_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000349,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_75311f6483f7,p_75311f6483f7_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_75311f6483f7_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000350,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_cd80eb25afb5,p_cd80eb25afb5_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd80eb25afb5_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,orange,solid,style_dress_jumpsuit|midi_dress|casual|unknown|orange|classic+romantic
auto_style_000351,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_7b3783b5c1eb,p_7b3783b5c1eb_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_7b3783b5c1eb_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000352,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_4587778f9f66,p_4587778f9f66_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_4587778f9f66_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000353,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_645e6607f0dc,p_645e6607f0dc_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_645e6607f0dc_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000354,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_f7206ca37c8b,p_f7206ca37c8b_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_f7206ca37c8b_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000355,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_fda4ec013763,p_fda4ec013763_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_fda4ec013763_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,pink,solid,style_top|tank|casual|unknown|pink|casual_basic
auto_style_000356,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_94fbe0eebea3,p_94fbe0eebea3_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_94fbe0eebea3_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_000357,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_eb68788c191b,p_eb68788c191b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_eb68788c191b_02.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,solid,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000358,auto_labeled,0.82,color_mood_unknown|fit_unknown,p_729d99ec9511,p_729d99ec9511_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_729d99ec9511_01.jpg,outerwear,coat,casual,casual,casual_basic,unknown,light_layering,unknown,tailored,red,solid,style_outerwear|coat|casual|unknown|red|casual_basic
auto_style_000359,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_872e5d8ca74b,p_872e5d8ca74b_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_872e5d8ca74b_01.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,blue,solid,style_top|blouse|casual|unknown|blue|classic+minimal
auto_style_000360,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_66ad8afc7696,p_66ad8afc7696_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_66ad8afc7696_01.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,check,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000361,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_ed8cbb84b173,p_ed8cbb84b173_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_ed8cbb84b173_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,yellow,solid,style_top|tank|casual|unknown|yellow|casual_basic
auto_style_000362,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_7be30f78bf67,p_7be30f78bf67_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_7be30f78bf67_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,unknown,unknown,multi,solid,style_dress_jumpsuit|midi_dress|casual|unknown|multi|classic+romantic
auto_style_000363,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_c7072497e475,p_c7072497e475_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_05.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000364,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_0ebe34ecc1c4,p_0ebe34ecc1c4_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_0ebe34ecc1c4_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000365,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_9dbbcd8f0fd5,p_9dbbcd8f0fd5_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_9dbbcd8f0fd5_04.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000366,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_15aa37fd933d,p_15aa37fd933d_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_15aa37fd933d_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000367,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_6f2176fb06eb,p_6f2176fb06eb_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_6f2176fb06eb_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000368,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_5fa4788119a3,p_5fa4788119a3_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_5fa4788119a3_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,black,solid,style_dress_jumpsuit|midi_dress|casual|unknown|black|classic+romantic
auto_style_000369,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_e25d6c2c9a17,p_e25d6c2c9a17_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_e25d6c2c9a17_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,green,solid,style_top|tank|casual|unknown|green|casual_basic
auto_style_000370,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_8ce5df8389c0,p_8ce5df8389c0_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_8ce5df8389c0_01.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,solid,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000371,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_156b1465ef26,p_156b1465ef26_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_156b1465ef26_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_000372,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_f7206ca37c8b,p_f7206ca37c8b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f7206ca37c8b_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000373,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_1bcb6ee0e7e6,p_1bcb6ee0e7e6_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_1bcb6ee0e7e6_01.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|romper|casual|unknown|unknown|classic+romantic
auto_style_000374,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_7addef2bbfae,p_7addef2bbfae_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_7addef2bbfae_02.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,solid,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000375,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_95ee6da36fe5,p_95ee6da36fe5_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_95ee6da36fe5_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,unknown,unknown,black,solid,style_dress_jumpsuit|midi_dress|casual|unknown|black|classic+romantic
auto_style_000376,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_cd457a8f2bf1,p_cd457a8f2bf1_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd457a8f2bf1_01.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,unknown,unknown,multi,solid,style_top|blouse|casual|unknown|multi|classic+minimal
auto_style_000377,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_0b758c445e58,p_0b758c445e58_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_0b758c445e58_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000378,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_024221f33542,p_024221f33542_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_024221f33542_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,pink,solid,style_dress_jumpsuit|midi_dress|casual|unknown|pink|classic+romantic
auto_style_000379,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_313db47e4f92,p_313db47e4f92_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_313db47e4f92_02.jpg,top,sweater,casual,casual,casual_basic|soft,colorful,single_layer,unknown,unknown,multi,solid,style_top|sweater|casual|unknown|multi|casual_basic+soft
auto_style_000380,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_44b6db537fe0,p_44b6db537fe0_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_44b6db537fe0_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,unknown,unknown,multi,solid,style_dress_jumpsuit|midi_dress|casual|unknown|multi|classic+romantic
auto_style_000381,auto_labeled,0.74,color_mood_unknown|fit_unknown|silhouette_unknown,p_dc3414a88dd9,p_dc3414a88dd9_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_dc3414a88dd9_07.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,yellow,solid,style_top|cardigan|casual|unknown|yellow|casual_basic+soft
auto_style_000382,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_1f0e8f84cc99,p_1f0e8f84cc99_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_1f0e8f84cc99_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,blue,solid,style_top|tank|casual|unknown|blue|casual_basic
auto_style_000383,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_f7e9a4e8becc,p_f7e9a4e8becc_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_f7e9a4e8becc_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,unknown,unknown,multi,solid,style_top|tank|casual|unknown|multi|casual_basic
auto_style_000384,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_c1383618a843,p_c1383618a843_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_c1383618a843_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,unknown,unknown,beige,solid,style_top|tank|casual|unknown|beige|casual_basic
auto_style_000385,auto_labeled,0.77,color_mood_unknown|fit_unknown|silhouette_unknown,p_110f485fbc10,p_110f485fbc10_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_110f485fbc10_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,blue,solid,style_dress_jumpsuit|midi_dress|casual|unknown|blue|classic+romantic
auto_style_000386,auto_labeled,0.9,fit_unknown|silhouette_unknown,p_9f903a8e8f83,p_9f903a8e8f83_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_9f903a8e8f83_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,unknown,unknown,multi,solid,style_dress_jumpsuit|midi_dress|casual|unknown|multi|classic+romantic
