person_id,image_id,split,redacted_image_uri,primary_family,primary_category,occasion,formality,aesthetic_tags,color_mood,layering,gender_label_source,rights_basis
p_6077e4519f4b,p_6077e4519f4b_07,val,redacted/deepfashion_with_masks_balanced_10_20/p_6077e4519f4b_07.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_9dbbcd8f0fd5,p_9dbbcd8f0fd5_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_9dbbcd8f0fd5_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_f89da5d2832b,p_f89da5d2832b_07,val,redacted/deepfashion_with_masks_balanced_10_20/p_f89da5d2832b_07.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_973332bc1b8b,p_973332bc1b8b_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_973332bc1b8b_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_8c843bf6dc0d,p_8c843bf6dc0d_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_8c843bf6dc0d_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_e6dd3f9c4d6c,p_e6dd3f9c4d6c_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_e6dd3f9c4d6c_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_5028acad2aed,p_5028acad2aed_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_5028acad2aed_01.jpg,outerwear,coat,casual,casual,casual_basic,colorful,light_layering,dataset_label,dataset_license
p_aa91941530d8,p_aa91941530d8_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_aa91941530d8_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_65dd962d619a,p_65dd962d619a_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_65dd962d619a_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_36641af2ec53,p_36641af2ec53_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_36641af2ec53_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_dd7b3a870350,p_dd7b3a870350_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_dd7b3a870350_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_71205e82f181,p_71205e82f181_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_71205e82f181_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_26636483d25f,p_26636483d25f_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_26636483d25f_05.jpg,top,sweater,casual,casual,soft|casual_basic,neutral,single_layer,dataset_label,dataset_license
p_91821ad15233,p_91821ad15233_04,val,redacted/deepfashion_with_masks_balanced_10_20/p_91821ad15233_04.jpg,top,hoodie,casual,casual,casual_basic|streetwear,unknown,single_layer,dataset_label,dataset_license
p_1672a780f7c0,p_1672a780f7c0_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_1672a780f7c0_02.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,dataset_label,dataset_license
p_1bf9ce89366b,p_1bf9ce89366b_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_1bf9ce89366b_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_1d02f2e1d3af,p_1d02f2e1d3af_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_1d02f2e1d3af_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_50d3936aa886,p_50d3936aa886_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_50d3936aa886_01.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_454b75dea71e,p_454b75dea71e_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_454b75dea71e_02.jpg,top,hoodie,casual,casual,casual_basic|streetwear,colorful,single_layer,dataset_label,dataset_license
p_f9f7626865a4,p_f9f7626865a4_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_f9f7626865a4_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_1c9e0e37b954,p_1c9e0e37b954_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_1c9e0e37b954_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_a79316f2be9a,p_a79316f2be9a_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_a79316f2be9a_03.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,dataset_label,dataset_license
p_fda4ec013763,p_fda4ec013763_16,train,redacted/deepfashion_with_masks_balanced_10_20/p_fda4ec013763_16.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_454b75dea71e,p_454b75dea71e_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_454b75dea71e_03.jpg,top,hoodie,casual,casual,casual_basic|streetwear,unknown,single_layer,dataset_label,dataset_license
p_60e46ea9e55a,p_60e46ea9e55a_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_60e46ea9e55a_01.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_6261af5b0e16,p_6261af5b0e16_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_6261af5b0e16_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_8c2004dd7ede,p_8c2004dd7ede_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_8c2004dd7ede_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_97f1078ae3b7,p_97f1078ae3b7_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_97f1078ae3b7_06.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_903782b65086,p_903782b65086_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_903782b65086_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_45e7acd65f38,p_45e7acd65f38_02,test,redacted/deepfashion_with_masks_balanced_10_20/p_45e7acd65f38_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_e6299cb97c15,p_e6299cb97c15_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_e6299cb97c15_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_35d096d08140,p_35d096d08140_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_35d096d08140_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_d993f058bfc5,p_d993f058bfc5_04,val,redacted/deepfashion_with_masks_balanced_10_20/p_d993f058bfc5_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_7e177ef49f6a,p_7e177ef49f6a_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_7e177ef49f6a_05.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,dataset_label,dataset_license
p_c7072497e475,p_c7072497e475_13,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_13.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_8a9e96835dc5,p_8a9e96835dc5_07,val,redacted/deepfashion_with_masks_balanced_10_20/p_8a9e96835dc5_07.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_d89c939983ba,p_d89c939983ba_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_d89c939983ba_03.jpg,top,sweater,casual,casual,soft|casual_basic,colorful,single_layer,dataset_label,dataset_license
p_6077e4519f4b,p_6077e4519f4b_08,val,redacted/deepfashion_with_masks_balanced_10_20/p_6077e4519f4b_08.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_5c693af9653e,p_5c693af9653e_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_5c693af9653e_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_2080c5824516,p_2080c5824516_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_2080c5824516_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_0874ba165868,p_0874ba165868_09,val,redacted/deepfashion_with_masks_balanced_10_20/p_0874ba165868_09.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_3d9913b584d7,p_3d9913b584d7_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_3d9913b584d7_04.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_928c61ca6e70,p_928c61ca6e70_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_928c61ca6e70_04.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_42fb33dca4f2,p_42fb33dca4f2_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_42fb33dca4f2_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_6cbaf402583a,p_6cbaf402583a_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_6cbaf402583a_03.jpg,bottom,trousers,casual,casual,classic|minimal,colorful,single_layer,dataset_label,dataset_license
p_3c3721b3c0e7,p_3c3721b3c0e7_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_3c3721b3c0e7_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_6fad1a4d5131,p_6fad1a4d5131_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_6fad1a4d5131_03.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_6077e4519f4b,p_6077e4519f4b_09,val,redacted/deepfashion_with_masks_balanced_10_20/p_6077e4519f4b_09.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_f89da5d2832b,p_f89da5d2832b_08,val,redacted/deepfashion_with_masks_balanced_10_20/p_f89da5d2832b_08.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_6f669d4006e8,p_6f669d4006e8_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_6f669d4006e8_02.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,colorful,single_layer,dataset_label,dataset_license
p_db953098a2dd,p_db953098a2dd_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_db953098a2dd_01.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_80deceea9c83,p_80deceea9c83_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_80deceea9c83_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_15bfaece4c21,p_15bfaece4c21_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_15bfaece4c21_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_3c6c5f66e44f,p_3c6c5f66e44f_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_3c6c5f66e44f_04.jpg,top,sweater,casual,casual,soft|casual_basic,neutral,single_layer,dataset_label,dataset_license
p_a3676820e44e,p_a3676820e44e_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_a3676820e44e_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_cd80eb25afb5,p_cd80eb25afb5_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd80eb25afb5_04.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_096015d33fbd,p_096015d33fbd_05,test,redacted/deepfashion_with_masks_balanced_10_20/p_096015d33fbd_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_fda4ec013763,p_fda4ec013763_17,train,redacted/deepfashion_with_masks_balanced_10_20/p_fda4ec013763_17.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_d02f79a737c4,p_d02f79a737c4_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_d02f79a737c4_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_7992794e9808,p_7992794e9808_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_7992794e9808_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_a3aa08ac7a92,p_a3aa08ac7a92_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_a3aa08ac7a92_03.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,dataset_label,dataset_license
p_b5191067f36e,p_b5191067f36e_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_b5191067f36e_02.jpg,top,cardigan,casual,casual,soft|casual_basic,neutral,light_layering,dataset_label,dataset_license
p_d24bb7c129a4,p_d24bb7c129a4_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_d24bb7c129a4_02.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_74982965cd4b,p_74982965cd4b_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_74982965cd4b_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_7adf693138c9,p_7adf693138c9_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_7adf693138c9_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,dataset_label,dataset_license
p_573eb9f181af,p_573eb9f181af_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_573eb9f181af_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_61ddb69ad0f2,p_61ddb69ad0f2_03,test,redacted/deepfashion_with_masks_balanced_10_20/p_61ddb69ad0f2_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_ad0532796df2,p_ad0532796df2_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_ad0532796df2_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_cd1e28349833,p_cd1e28349833_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd1e28349833_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_0522097fbb74,p_0522097fbb74_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_0522097fbb74_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_c7072497e475,p_c7072497e475_14,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_14.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_22f032494e1d,p_22f032494e1d_02,val,redacted/deepfashion_with_masks_balanced_10_20/p_22f032494e1d_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_56dbaf9a349c,p_56dbaf9a349c_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_56dbaf9a349c_04.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_fda4ec013763,p_fda4ec013763_18,train,redacted/deepfashion_with_masks_balanced_10_20/p_fda4ec013763_18.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_13c3593e4ac6,p_13c3593e4ac6_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_13c3593e4ac6_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_446cd52b3089,p_446cd52b3089_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_446cd52b3089_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_973332bc1b8b,p_973332bc1b8b_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_973332bc1b8b_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_c010af0ada5f,p_c010af0ada5f_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_c010af0ada5f_01.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_2080c5824516,p_2080c5824516_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_2080c5824516_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_180ecdc7bdc3,p_180ecdc7bdc3_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_180ecdc7bdc3_02.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_cee9b613ab6b,p_cee9b613ab6b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_cee9b613ab6b_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_2c5c290faef1,p_2c5c290faef1_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_2c5c290faef1_04.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_6077e4519f4b,p_6077e4519f4b_10,val,redacted/deepfashion_with_masks_balanced_10_20/p_6077e4519f4b_10.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_66ad8afc7696,p_66ad8afc7696_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_66ad8afc7696_04.jpg,top,blouse,casual,casual,classic|minimal,colorful,single_layer,dataset_label,dataset_license
p_9978c1992721,p_9978c1992721_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_9978c1992721_07.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_106e66a8a52f,p_106e66a8a52f_02,test,redacted/deepfashion_with_masks_balanced_10_20/p_106e66a8a52f_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,dataset_label,dataset_license
p_492f30dea4ea,p_492f30dea4ea_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_492f30dea4ea_02.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_f162eac1f34f,p_f162eac1f34f_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_f162eac1f34f_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_4cb46201d523,p_4cb46201d523_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_4cb46201d523_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_84fbc9a96964,p_84fbc9a96964_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_84fbc9a96964_02.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_18f926dc543b,p_18f926dc543b_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_18f926dc543b_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_a34c90afd2ae,p_a34c90afd2ae_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_a34c90afd2ae_02.jpg,top,cardigan,casual,casual,soft|casual_basic,neutral,light_layering,dataset_label,dataset_license
p_6f8d34ff035b,p_6f8d34ff035b_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_6f8d34ff035b_02.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_9916df2da975,p_9916df2da975_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_9916df2da975_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_8b4fa349f50f,p_8b4fa349f50f_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_8b4fa349f50f_04.jpg,top,hoodie,casual,casual,casual_basic|streetwear,unknown,single_layer,dataset_label,dataset_license
p_42a5fd2800d0,p_42a5fd2800d0_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_42a5fd2800d0_08.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_5ed57cd478f8,p_5ed57cd478f8_02,val,redacted/deepfashion_with_masks_balanced_10_20/p_5ed57cd478f8_02.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_55e06c80d04e,p_55e06c80d04e_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_55e06c80d04e_04.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_720a91197642,p_720a91197642_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_720a91197642_05.jpg,bottom,skirt,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_b17543ff41ab,p_b17543ff41ab_04,val,redacted/deepfashion_with_masks_balanced_10_20/p_b17543ff41ab_04.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_1f0e8f84cc99,p_1f0e8f84cc99_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_1f0e8f84cc99_11.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_6f2176fb06eb,p_6f2176fb06eb_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_6f2176fb06eb_03.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_de8c61551082,p_de8c61551082_03,test,redacted/deepfashion_with_masks_balanced_10_20/p_de8c61551082_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_6cd3ae226094,p_6cd3ae226094_10,train,redacted/deepfashion_with_masks_balanced_10_20/p_6cd3ae226094_10.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_fd3c64dce9a0,p_fd3c64dce9a0_03,test,redacted/deepfashion_with_masks_balanced_10_20/p_fd3c64dce9a0_03.jpg,top,blouse,casual,casual,classic|minimal,neutral,single_layer,dataset_label,dataset_license
p_36641af2ec53,p_36641af2ec53_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_36641af2ec53_04.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_a1714f803643,p_a1714f803643_03,val,redacted/deepfashion_with_masks_balanced_10_20/p_a1714f803643_03.jpg,top,sweater,casual,casual,soft|casual_basic,neutral,single_layer,dataset_label,dataset_license
p_e6bc34bd34d4,p_e6bc34bd34d4_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_e6bc34bd34d4_06.jpg,top,sweater,casual,casual,soft|casual_basic,colorful,single_layer,dataset_label,dataset_license
p_48982cf8af5c,p_48982cf8af5c_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_48982cf8af5c_03.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_cc423ec2b108,p_cc423ec2b108_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_cc423ec2b108_02.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_afd68e049809,p_afd68e049809_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_afd68e049809_02.jpg,bottom,shorts,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_0874ba165868,p_0874ba165868_10,val,redacted/deepfashion_with_masks_balanced_10_20/p_0874ba165868_10.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_1c9e0e37b954,p_1c9e0e37b954_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_1c9e0e37b954_09.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_8c843bf6dc0d,p_8c843bf6dc0d_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_8c843bf6dc0d_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_008e26c6806b,p_008e26c6806b_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_008e26c6806b_04.jpg,outerwear,coat,casual,casual,casual_basic,unknown,light_layering,dataset_label,dataset_license
p_c7072497e475,p_c7072497e475_15,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_15.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_ed5e94f8c2f5,p_ed5e94f8c2f5_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_ed5e94f8c2f5_01.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,dataset_label,dataset_license
p_588a5f9f7bcb,p_588a5f9f7bcb_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_588a5f9f7bcb_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,neutral,single_layer,dataset_label,dataset_license
p_f241634a05ea,p_f241634a05ea_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_f241634a05ea_03.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_c7072497e475,p_c7072497e475_16,train,redacted/deepfashion_with_masks_balanced_10_20/p_c7072497e475_16.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_dd7b3a870350,p_dd7b3a870350_05,test,redacted/deepfashion_with_masks_balanced_10_20/p_dd7b3a870350_05.jpg,top,tank,casual,casual,casual_basic,colorful,single_layer,dataset_label,dataset_license
p_976c0bd760bd,p_976c0bd760bd_02,train,redacted/deepfashion_with_masks_balanced_10_20/p_976c0bd760bd_02.jpg,top,tank,casual,casual,casual_basic,neutral,single_layer,dataset_label,dataset_license
p_a8be1d4a4a57,p_a8be1d4a4a57_04,test,redacted/deepfashion_with_masks_balanced_10_20/p_a8be1d4a4a57_04.jpg,top,sweater,casual,casual,soft|casual_basic,neutral,single_layer,dataset_label,dataset_license
p_f6f3364732d5,p_f6f3364732d5_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_f6f3364732d5_01.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_ec5f6df7d06f,p_ec5f6df7d06f_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_ec5f6df7d06f_05.jpg,top,sweater,casual,casual,soft|casual_basic,colorful,single_layer,dataset_label,dataset_license
p_70a46de0c3c4,p_70a46de0c3c4_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_70a46de0c3c4_01.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_416521a78048,p_416521a78048_03,val,redacted/deepfashion_with_masks_balanced_10_20/p_416521a78048_03.jpg,top,sweater,casual,casual,soft|casual_basic,unknown,single_layer,dataset_label,dataset_license
p_57118bbb0434,p_57118bbb0434_02,test,redacted/deepfashion_with_masks_balanced_10_20/p_57118bbb0434_02.jpg,top,sweater,casual,casual,soft|casual_basic,neutral,single_layer,dataset_label,dataset_license
p_a34c90afd2ae,p_a34c90afd2ae_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_a34c90afd2ae_03.jpg,top,cardigan,casual,casual,soft|casual_basic,neutral,light_layering,dataset_label,dataset_license
p_9d61599cd951,p_9d61599cd951_02,test,redacted/deepfashion_with_masks_balanced_10_20/p_9d61599cd951_02.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,colorful,single_layer,dataset_label,dataset_license
p_785dea633e7d,p_785dea633e7d_01,train,redacted/deepfashion_with_masks_balanced_10_20/p_785dea633e7d_01.jpg,top,cardigan,casual,casual,soft|casual_basic,neutral,light_layering,dataset_label,dataset_license
