person_id,image_id,slot,collection_status,consent_status,redaction_status,label_status
p_002705,p_002705_02,2,pending,pending,pending,pending
p_002705,p_002705_03,3,pending,pending,pending,pending
p_002705,p_002705_04,4,pending,pending,pending,pending
p_002705,p_002705_05,5,pending,pending,pending,pending
p_002705,p_002705_06,6,pending,pending,pending,pending
p_002705,p_002705_07,7,pending,pending,pending,pending
p_002705,p_002705_08,8,pending,pending,pending,pending
p_002705,p_002705_09,9,pending,pending,pending,pending
p_002705,p_002705_10,10,pending,pending,pending,pending
p_002706,p_002706_01,1,pending,pending,pending,pending
p_002706,p_002706_02,2,pending,pending,pending,pending
p_002706,p_002706_03,3,pending,pending,pending,pending
p_002706,p_002706_04,4,pending,pending,pending,pending
p_002706,p_002706_05,5,pending,pending,pending,pending
p_002706,p_002706_06,6,pending,pending,pending,pending
p_002706,p_002706_07,7,pending,pending,pending,pending
p_002706,p_002706_08,8,pending,pending,pending,pending
p_002706,p_002706_09,9,pending,pending,pending,pending
p_002706,p_002706_10,10,pending,pending,pending,pending
p_002707,p_002707_01,1,pending,pending,pending,pending
p_002707,p_002707_02,2,pending,pending,pending,pending
p_002707,p_002707_03,3,pending,pending,pending,pending
p_002707,p_002707_04,4,pending,pending,pending,pending
p_002707,p_002707_05,5,pending,pending,pending,pending
p_002707,p_002707_06,6,pending,pending,pending,pending
p_002707,p_002707_07,7,pending,pending,pending,pending
p_002707,p_002707_08,8,pending,pending,pending,pending
p_002707,p_002707_09,9,pending,pending,pending,pending
p_002707,p_002707_10,10,pending,pending,pending,pending
p_002708,p_002708_01,1,pending,pending,pending,pending
p_002708,p_002708_02,2,pending,pending,pending,pending
p_002708,p_002708_03,3,pending,pending,pending,pending
p_002708,p_002708_04,4,pending,pending,pending,pending
p_002708,p_002708_05,5,pending,pending,pending,pending
p_002708,p_002708_06,6,pending,pending,pending,pending
p_002708,p_002708_07,7,pending,pending,pending,pending
p_002708,p_002708_08,8,pending,pending,pending,pending
p_002708,p_002708_09,9,pending,pending,pending,pending
p_002708,p_002708_10,10,pending,pending,pending,pending
p_002709,p_002709_01,1,pending,pending,pending,pending
p_002709,p_002709_02,2,pending,pending,pending,pending
p_002709,p_002709_03,3,pending,pending,pending,pending
p_002709,p_002709_04,4,pending,pending,pending,pending
p_002709,p_002709_05,5,pending,pending,pending,pending
p_002709,p_002709_06,6,pending,pending,pending,pending
p_002709,p_002709_07,7,pending,pending,pending,pending
p_002709,p_002709_08,8,pending,pending,pending,pending
p_002709,p_002709_09,9,pending,pending,pending,pending
p_002709,p_002709_10,10,pending,pending,pending,pending
p_002710,p_002710_01,1,pending,pending,pending,pending
p_002710,p_002710_02,2,pending,pending,pending,pending
p_002710,p_002710_03,3,pending,pending,pending,pending
p_002710,p_002710_04,4,pending,pending,pending,pending
p_002710,p_002710_05,5,pending,pending,pending,pending
p_002710,p_002710_06,6,pending,pending,pending,pending
p_002710,p_002710_07,7,pending,pending,pending,pending
p_002710,p_002710_08,8,pending,pending,pending,pending
p_002710,p_002710_09,9,pending,pending,pending,pending
p_002710,p_002710_10,10,pending,pending,pending,pending
p_002711,p_002711_01,1,pending,pending,pending,pending
p_002711,p_002711_02,2,pending,pending,pending,pending
p_002711,p_002711_03,3,pending,pending,pending,pending
p_002711,p_002711_04,4,pending,pending,pending,pending
p_002711,p_002711_05,5,pending,pending,pending,pending
p_002711,p_002711_06,6,pending,pending,pending,pending
p_002711,p_002711_07,7,pending,pending,pending,pending
p_002711,p_002711_08,8,pending,pending,pending,pending
p_002711,p_002711_09,9,pending,pending,pending,pending
p_002711,p_002711_10,10,pending,pending,pending,pending
p_002712,p_002712_01,1,pending,pending,pending,pending
p_002712,p_002712_02,2,pending,pending,pending,pending
p_002712,p_002712_03,3,pending,pending,pending,pending
p_002712,p_002712_04,4,pending,pending,pending,pending
p_002712,p_002712_05,5,pending,pending,pending,pending
p_002712,p_002712_06,6,pending,pending,pending,pending
p_002712,p_002712_07,7,pending,pending,pending,pending
p_002712,p_002712_08,8,pending,pending,pending,pending
p_002712,p_002712_09,9,pending,pending,pending,pending
p_002712,p_002712_10,10,pending,pending,pending,pending
p_002713,p_002713_01,1,pending,pending,pending,pending
p_002713,p_002713_02,2,pending,pending,pending,pending
p_002713,p_002713_03,3,pending,pending,pending,pending
p_002713,p_002713_04,4,pending,pending,pending,pending
p_002713,p_002713_05,5,pending,pending,pending,pending
p_002713,p_002713_06,6,pending,pending,pending,pending
p_002713,p_002713_07,7,pending,pending,pending,pending
p_002713,p_002713_08,8,pending,pending,pending,pending
p_002713,p_002713_09,9,pending,pending,pending,pending
p_002713,p_002713_10,10,pending,pending,pending,pending
p_002714,p_002714_01,1,pending,pending,pending,pending
p_002714,p_002714_02,2,pending,pending,pending,pending
p_002714,p_002714_03,3,pending,pending,pending,pending
p_002714,p_002714_04,4,pending,pending,pending,pending
p_002714,p_002714_05,5,pending,pending,pending,pending
p_002714,p_002714_06,6,pending,pending,pending,pending
p_002714,p_002714_07,7,pending,pending,pending,pending
p_002714,p_002714_08,8,pending,pending,pending,pending
p_002714,p_002714_09,9,pending,pending,pending,pending
p_002714,p_002714_10,10,pending,pending,pending,pending
p_002715,p_002715_01,1,pending,pending,pending,pending
p_002715,p_002715_02,2,pending,pending,pending,pending
p_002715,p_002715_03,3,pending,pending,pending,pending
p_002715,p_002715_04,4,pending,pending,pending,pending
p_002715,p_002715_05,5,pending,pending,pending,pending
p_002715,p_002715_06,6,pending,pending,pending,pending
p_002715,p_002715_07,7,pending,pending,pending,pending
p_002715,p_002715_08,8,pending,pending,pending,pending
p_002715,p_002715_09,9,pending,pending,pending,pending
p_002715,p_002715_10,10,pending,pending,pending,pending
p_002716,p_002716_01,1,pending,pending,pending,pending
p_002716,p_002716_02,2,pending,pending,pending,pending
p_002716,p_002716_03,3,pending,pending,pending,pending
p_002716,p_002716_04,4,pending,pending,pending,pending
p_002716,p_002716_05,5,pending,pending,pending,pending
p_002716,p_002716_06,6,pending,pending,pending,pending
p_002716,p_002716_07,7,pending,pending,pending,pending
p_002716,p_002716_08,8,pending,pending,pending,pending
p_002716,p_002716_09,9,pending,pending,pending,pending
p_002716,p_002716_10,10,pending,pending,pending,pending
p_002717,p_002717_01,1,pending,pending,pending,pending
p_002717,p_002717_02,2,pending,pending,pending,pending
p_002717,p_002717_03,3,pending,pending,pending,pending
p_002717,p_002717_04,4,pending,pending,pending,pending
p_002717,p_002717_05,5,pending,pending,pending,pending
p_002717,p_002717_06,6,pending,pending,pending,pending
p_002717,p_002717_07,7,pending,pending,pending,pending
p_002717,p_002717_08,8,pending,pending,pending,pending
p_002717,p_002717_09,9,pending,pending,pending,pending
p_002717,p_002717_10,10,pending,pending,pending,pending
p_002718,p_002718_01,1,pending,pending,pending,pending
p_002718,p_002718_02,2,pending,pending,pending,pending
p_002718,p_002718_03,3,pending,pending,pending,pending
p_002718,p_002718_04,4,pending,pending,pending,pending
p_002718,p_002718_05,5,pending,pending,pending,pending
p_002718,p_002718_06,6,pending,pending,pending,pending
p_002718,p_002718_07,7,pending,pending,pending,pending
p_002718,p_002718_08,8,pending,pending,pending,pending
p_002718,p_002718_09,9,pending,pending,pending,pending
p_002718,p_002718_10,10,pending,pending,pending,pending
p_002719,p_002719_01,1,pending,pending,pending,pending
p_002719,p_002719_02,2,pending,pending,pending,pending
p_002719,p_002719_03,3,pending,pending,pending,pending
p_002719,p_002719_04,4,pending,pending,pending,pending
p_002719,p_002719_05,5,pending,pending,pending,pending
p_002719,p_002719_06,6,pending,pending,pending,pending
p_002719,p_002719_07,7,pending,pending,pending,pending
p_002719,p_002719_08,8,pending,pending,pending,pending
p_002719,p_002719_09,9,pending,pending,pending,pending
p_002719,p_002719_10,10,pending,pending,pending,pending
p_002720,p_002720_01,1,pending,pending,pending,pending
p_002720,p_002720_02,2,pending,pending,pending,pending
p_002720,p_002720_03,3,pending,pending,pending,pending
p_002720,p_002720_04,4,pending,pending,pending,pending
p_002720,p_002720_05,5,pending,pending,pending,pending
p_002720,p_002720_06,6,pending,pending,pending,pending
p_002720,p_002720_07,7,pending,pending,pending,pending
p_002720,p_002720_08,8,pending,pending,pending,pending
p_002720,p_002720_09,9,pending,pending,pending,pending
p_002720,p_002720_10,10,pending,pending,pending,pending
p_002721,p_002721_01,1,pending,pending,pending,pending
p_002721,p_002721_02,2,pending,pending,pending,pending
p_002721,p_002721_03,3,pending,pending,pending,pending
p_002721,p_002721_04,4,pending,pending,pending,pending
p_002721,p_002721_05,5,pending,pending,pending,pending
p_002721,p_002721_06,6,pending,pending,pending,pending
p_002721,p_002721_07,7,pending,pending,pending,pending
p_002721,p_002721_08,8,pending,pending,pending,pending
p_002721,p_002721_09,9,pending,pending,pending,pending
p_002721,p_002721_10,10,pending,pending,pending,pending
p_002722,p_002722_01,1,pending,pending,pending,pending
p_002722,p_002722_02,2,pending,pending,pending,pending
p_002722,p_002722_03,3,pending,pending,pending,pending
p_002722,p_002722_04,4,pending,pending,pending,pending
p_002722,p_002722_05,5,pending,pending,pending,pending
p_002722,p_002722_06,6,pending,pending,pending,pending
p_002722,p_002722_07,7,pending,pending,pending,pending
p_002722,p_002722_08,8,pending,pending,pending,pending
p_002722,p_002722_09,9,pending,pending,pending,pending
p_002722,p_002722_10,10,pending,pending,pending,pending
p_002723,p_002723_01,1,pending,pending,pending,pending
p_002723,p_002723_02,2,pending,pending,pending,pending
p_002723,p_002723_03,3,pending,pending,pending,pending
p_002723,p_002723_04,4,pending,pending,pending,pending
p_002723,p_002723_05,5,pending,pending,pending,pending
p_002723,p_002723_06,6,pending,pending,pending,pending
p_002723,p_002723_07,7,pending,pending,pending,pending
p_002723,p_002723_08,8,pending,pending,pending,pending
p_002723,p_002723_09,9,pending,pending,pending,pending
p_002723,p_002723_10,10,pending,pending,pending,pending
p_002724,p_002724_01,1,pending,pending,pending,pending
p_002724,p_002724_02,2,pending,pending,pending,pending
p_002724,p_002724_03,3,pending,pending,pending,pending
p_002724,p_002724_04,4,pending,pending,pending,pending
p_002724,p_002724_05,5,pending,pending,pending,pending
p_002724,p_002724_06,6,pending,pending,pending,pending
p_002724,p_002724_07,7,pending,pending,pending,pending
p_002724,p_002724_08,8,pending,pending,pending,pending
p_002724,p_002724_09,9,pending,pending,pending,pending
p_002724,p_002724_10,10,pending,pending,pending,pending
p_002725,p_002725_01,1,pending,pending,pending,pending
p_002725,p_002725_02,2,pending,pending,pending,pending
p_002725,p_002725_03,3,pending,pending,pending,pending
p_002725,p_002725_04,4,pending,pending,pending,pending
p_002725,p_002725_05,5,pending,pending,pending,pending
p_002725,p_002725_06,6,pending,pending,pending,pending
p_002725,p_002725_07,7,pending,pending,pending,pending
p_002725,p_002725_08,8,pending,pending,pending,pending
p_002725,p_002725_09,9,pending,pending,pending,pending
p_002725,p_002725_10,10,pending,pending,pending,pending
p_002726,p_002726_01,1,pending,pending,pending,pending
p_002726,p_002726_02,2,pending,pending,pending,pending
p_002726,p_002726_03,3,pending,pending,pending,pending
p_002726,p_002726_04,4,pending,pending,pending,pending
p_002726,p_002726_05,5,pending,pending,pending,pending
p_002726,p_002726_06,6,pending,pending,pending,pending
p_002726,p_002726_07,7,pending,pending,pending,pending
p_002726,p_002726_08,8,pending,pending,pending,pending
p_002726,p_002726_09,9,pending,pending,pending,pending
p_002726,p_002726_10,10,pending,pending,pending,pending
p_002727,p_002727_01,1,pending,pending,pending,pending
p_002727,p_002727_02,2,pending,pending,pending,pending
p_002727,p_002727_03,3,pending,pending,pending,pending
p_002727,p_002727_04,4,pending,pending,pending,pending
p_002727,p_002727_05,5,pending,pending,pending,pending
p_002727,p_002727_06,6,pending,pending,pending,pending
p_002727,p_002727_07,7,pending,pending,pending,pending
p_002727,p_002727_08,8,pending,pending,pending,pending
p_002727,p_002727_09,9,pending,pending,pending,pending
p_002727,p_002727_10,10,pending,pending,pending,pending
p_002728,p_002728_01,1,pending,pending,pending,pending
p_002728,p_002728_02,2,pending,pending,pending,pending
p_002728,p_002728_03,3,pending,pending,pending,pending
p_002728,p_002728_04,4,pending,pending,pending,pending
p_002728,p_002728_05,5,pending,pending,pending,pending
p_002728,p_002728_06,6,pending,pending,pending,pending
p_002728,p_002728_07,7,pending,pending,pending,pending
p_002728,p_002728_08,8,pending,pending,pending,pending
p_002728,p_002728_09,9,pending,pending,pending,pending
p_002728,p_002728_10,10,pending,pending,pending,pending
p_002729,p_002729_01,1,pending,pending,pending,pending
p_002729,p_002729_02,2,pending,pending,pending,pending
p_002729,p_002729_03,3,pending,pending,pending,pending
p_002729,p_002729_04,4,pending,pending,pending,pending
p_002729,p_002729_05,5,pending,pending,pending,pending
p_002729,p_002729_06,6,pending,pending,pending,pending
p_002729,p_002729_07,7,pending,pending,pending,pending
p_002729,p_002729_08,8,pending,pending,pending,pending
p_002729,p_002729_09,9,pending,pending,pending,pending
p_002729,p_002729_10,10,pending,pending,pending,pending
p_002730,p_002730_01,1,pending,pending,pending,pending
p_002730,p_002730_02,2,pending,pending,pending,pending
p_002730,p_002730_03,3,pending,pending,pending,pending
p_002730,p_002730_04,4,pending,pending,pending,pending
p_002730,p_002730_05,5,pending,pending,pending,pending
p_002730,p_002730_06,6,pending,pending,pending,pending
p_002730,p_002730_07,7,pending,pending,pending,pending
p_002730,p_002730_08,8,pending,pending,pending,pending
p_002730,p_002730_09,9,pending,pending,pending,pending
p_002730,p_002730_10,10,pending,pending,pending,pending
p_002731,p_002731_01,1,pending,pending,pending,pending
p_002731,p_002731_02,2,pending,pending,pending,pending
p_002731,p_002731_03,3,pending,pending,pending,pending
p_002731,p_002731_04,4,pending,pending,pending,pending
p_002731,p_002731_05,5,pending,pending,pending,pending
p_002731,p_002731_06,6,pending,pending,pending,pending
p_002731,p_002731_07,7,pending,pending,pending,pending
p_002731,p_002731_08,8,pending,pending,pending,pending
p_002731,p_002731_09,9,pending,pending,pending,pending
p_002731,p_002731_10,10,pending,pending,pending,pending
p_002732,p_002732_01,1,pending,pending,pending,pending
p_002732,p_002732_02,2,pending,pending,pending,pending
p_002732,p_002732_03,3,pending,pending,pending,pending
p_002732,p_002732_04,4,pending,pending,pending,pending
p_002732,p_002732_05,5,pending,pending,pending,pending
p_002732,p_002732_06,6,pending,pending,pending,pending
p_002732,p_002732_07,7,pending,pending,pending,pending
p_002732,p_002732_08,8,pending,pending,pending,pending
p_002732,p_002732_09,9,pending,pending,pending,pending
p_002732,p_002732_10,10,pending,pending,pending,pending
p_002733,p_002733_01,1,pending,pending,pending,pending
p_002733,p_002733_02,2,pending,pending,pending,pending
p_002733,p_002733_03,3,pending,pending,pending,pending
p_002733,p_002733_04,4,pending,pending,pending,pending
p_002733,p_002733_05,5,pending,pending,pending,pending
p_002733,p_002733_06,6,pending,pending,pending,pending
p_002733,p_002733_07,7,pending,pending,pending,pending
p_002733,p_002733_08,8,pending,pending,pending,pending
p_002733,p_002733_09,9,pending,pending,pending,pending
p_002733,p_002733_10,10,pending,pending,pending,pending
p_002734,p_002734_01,1,pending,pending,pending,pending
p_002734,p_002734_02,2,pending,pending,pending,pending
p_002734,p_002734_03,3,pending,pending,pending,pending
p_002734,p_002734_04,4,pending,pending,pending,pending
p_002734,p_002734_05,5,pending,pending,pending,pending
p_002734,p_002734_06,6,pending,pending,pending,pending
p_002734,p_002734_07,7,pending,pending,pending,pending
p_002734,p_002734_08,8,pending,pending,pending,pending
p_002734,p_002734_09,9,pending,pending,pending,pending
p_002734,p_002734_10,10,pending,pending,pending,pending
p_002735,p_002735_01,1,pending,pending,pending,pending
p_002735,p_002735_02,2,pending,pending,pending,pending
p_002735,p_002735_03,3,pending,pending,pending,pending
p_002735,p_002735_04,4,pending,pending,pending,pending
p_002735,p_002735_05,5,pending,pending,pending,pending
p_002735,p_002735_06,6,pending,pending,pending,pending
p_002735,p_002735_07,7,pending,pending,pending,pending
p_002735,p_002735_08,8,pending,pending,pending,pending
p_002735,p_002735_09,9,pending,pending,pending,pending
p_002735,p_002735_10,10,pending,pending,pending,pending
p_002736,p_002736_01,1,pending,pending,pending,pending
p_002736,p_002736_02,2,pending,pending,pending,pending
p_002736,p_002736_03,3,pending,pending,pending,pending
p_002736,p_002736_04,4,pending,pending,pending,pending
p_002736,p_002736_05,5,pending,pending,pending,pending
p_002736,p_002736_06,6,pending,pending,pending,pending
p_002736,p_002736_07,7,pending,pending,pending,pending
p_002736,p_002736_08,8,pending,pending,pending,pending
p_002736,p_002736_09,9,pending,pending,pending,pending
p_002736,p_002736_10,10,pending,pending,pending,pending
p_002737,p_002737_01,1,pending,pending,pending,pending
p_002737,p_002737_02,2,pending,pending,pending,pending
p_002737,p_002737_03,3,pending,pending,pending,pending
p_002737,p_002737_04,4,pending,pending,pending,pending
p_002737,p_002737_05,5,pending,pending,pending,pending
p_002737,p_002737_06,6,pending,pending,pending,pending
p_002737,p_002737_07,7,pending,pending,pending,pending
p_002737,p_002737_08,8,pending,pending,pending,pending
p_002737,p_002737_09,9,pending,pending,pending,pending
p_002737,p_002737_10,10,pending,pending,pending,pending
p_002738,p_002738_01,1,pending,pending,pending,pending
p_002738,p_002738_02,2,pending,pending,pending,pending
p_002738,p_002738_03,3,pending,pending,pending,pending
p_002738,p_002738_04,4,pending,pending,pending,pending
p_002738,p_002738_05,5,pending,pending,pending,pending
p_002738,p_002738_06,6,pending,pending,pending,pending
p_002738,p_002738_07,7,pending,pending,pending,pending
p_002738,p_002738_08,8,pending,pending,pending,pending
p_002738,p_002738_09,9,pending,pending,pending,pending
p_002738,p_002738_10,10,pending,pending,pending,pending
p_002739,p_002739_01,1,pending,pending,pending,pending
p_002739,p_002739_02,2,pending,pending,pending,pending
p_002739,p_002739_03,3,pending,pending,pending,pending
p_002739,p_002739_04,4,pending,pending,pending,pending
p_002739,p_002739_05,5,pending,pending,pending,pending
p_002739,p_002739_06,6,pending,pending,pending,pending
p_002739,p_002739_07,7,pending,pending,pending,pending
p_002739,p_002739_08,8,pending,pending,pending,pending
p_002739,p_002739_09,9,pending,pending,pending,pending
p_002739,p_002739_10,10,pending,pending,pending,pending
p_002740,p_002740_01,1,pending,pending,pending,pending
p_002740,p_002740_02,2,pending,pending,pending,pending
p_002740,p_002740_03,3,pending,pending,pending,pending
p_002740,p_002740_04,4,pending,pending,pending,pending
p_002740,p_002740_05,5,pending,pending,pending,pending
p_002740,p_002740_06,6,pending,pending,pending,pending
p_002740,p_002740_07,7,pending,pending,pending,pending
p_002740,p_002740_08,8,pending,pending,pending,pending
p_002740,p_002740_09,9,pending,pending,pending,pending
p_002740,p_002740_10,10,pending,pending,pending,pending
p_002741,p_002741_01,1,pending,pending,pending,pending
p_002741,p_002741_02,2,pending,pending,pending,pending
p_002741,p_002741_03,3,pending,pending,pending,pending
p_002741,p_002741_04,4,pending,pending,pending,pending
p_002741,p_002741_05,5,pending,pending,pending,pending
p_002741,p_002741_06,6,pending,pending,pending,pending
p_002741,p_002741_07,7,pending,pending,pending,pending
p_002741,p_002741_08,8,pending,pending,pending,pending
p_002741,p_002741_09,9,pending,pending,pending,pending
p_002741,p_002741_10,10,pending,pending,pending,pending
p_002742,p_002742_01,1,pending,pending,pending,pending
p_002742,p_002742_02,2,pending,pending,pending,pending
p_002742,p_002742_03,3,pending,pending,pending,pending
p_002742,p_002742_04,4,pending,pending,pending,pending
p_002742,p_002742_05,5,pending,pending,pending,pending
p_002742,p_002742_06,6,pending,pending,pending,pending
p_002742,p_002742_07,7,pending,pending,pending,pending
p_002742,p_002742_08,8,pending,pending,pending,pending
p_002742,p_002742_09,9,pending,pending,pending,pending
p_002742,p_002742_10,10,pending,pending,pending,pending
p_002743,p_002743_01,1,pending,pending,pending,pending
p_002743,p_002743_02,2,pending,pending,pending,pending
p_002743,p_002743_03,3,pending,pending,pending,pending
p_002743,p_002743_04,4,pending,pending,pending,pending
p_002743,p_002743_05,5,pending,pending,pending,pending
p_002743,p_002743_06,6,pending,pending,pending,pending
p_002743,p_002743_07,7,pending,pending,pending,pending
p_002743,p_002743_08,8,pending,pending,pending,pending
p_002743,p_002743_09,9,pending,pending,pending,pending
p_002743,p_002743_10,10,pending,pending,pending,pending
p_002744,p_002744_01,1,pending,pending,pending,pending
p_002744,p_002744_02,2,pending,pending,pending,pending
p_002744,p_002744_03,3,pending,pending,pending,pending
p_002744,p_002744_04,4,pending,pending,pending,pending
p_002744,p_002744_05,5,pending,pending,pending,pending
p_002744,p_002744_06,6,pending,pending,pending,pending
p_002744,p_002744_07,7,pending,pending,pending,pending
p_002744,p_002744_08,8,pending,pending,pending,pending
p_002744,p_002744_09,9,pending,pending,pending,pending
p_002744,p_002744_10,10,pending,pending,pending,pending
p_002745,p_002745_01,1,pending,pending,pending,pending
p_002745,p_002745_02,2,pending,pending,pending,pending
p_002745,p_002745_03,3,pending,pending,pending,pending
p_002745,p_002745_04,4,pending,pending,pending,pending
p_002745,p_002745_05,5,pending,pending,pending,pending
p_002745,p_002745_06,6,pending,pending,pending,pending
p_002745,p_002745_07,7,pending,pending,pending,pending
p_002745,p_002745_08,8,pending,pending,pending,pending
p_002745,p_002745_09,9,pending,pending,pending,pending
p_002745,p_002745_10,10,pending,pending,pending,pending
p_002746,p_002746_01,1,pending,pending,pending,pending
p_002746,p_002746_02,2,pending,pending,pending,pending
p_002746,p_002746_03,3,pending,pending,pending,pending
p_002746,p_002746_04,4,pending,pending,pending,pending
p_002746,p_002746_05,5,pending,pending,pending,pending
p_002746,p_002746_06,6,pending,pending,pending,pending
p_002746,p_002746_07,7,pending,pending,pending,pending
p_002746,p_002746_08,8,pending,pending,pending,pending
p_002746,p_002746_09,9,pending,pending,pending,pending
p_002746,p_002746_10,10,pending,pending,pending,pending
p_002747,p_002747_01,1,pending,pending,pending,pending
p_002747,p_002747_02,2,pending,pending,pending,pending
p_002747,p_002747_03,3,pending,pending,pending,pending
p_002747,p_002747_04,4,pending,pending,pending,pending
p_002747,p_002747_05,5,pending,pending,pending,pending
p_002747,p_002747_06,6,pending,pending,pending,pending
p_002747,p_002747_07,7,pending,pending,pending,pending
p_002747,p_002747_08,8,pending,pending,pending,pending
p_002747,p_002747_09,9,pending,pending,pending,pending
p_002747,p_002747_10,10,pending,pending,pending,pending
p_002748,p_002748_01,1,pending,pending,pending,pending
p_002748,p_002748_02,2,pending,pending,pending,pending
p_002748,p_002748_03,3,pending,pending,pending,pending
p_002748,p_002748_04,4,pending,pending,pending,pending
p_002748,p_002748_05,5,pending,pending,pending,pending
p_002748,p_002748_06,6,pending,pending,pending,pending
p_002748,p_002748_07,7,pending,pending,pending,pending
p_002748,p_002748_08,8,pending,pending,pending,pending
p_002748,p_002748_09,9,pending,pending,pending,pending
p_002748,p_002748_10,10,pending,pending,pending,pending
p_002749,p_002749_01,1,pending,pending,pending,pending
p_002749,p_002749_02,2,pending,pending,pending,pending
p_002749,p_002749_03,3,pending,pending,pending,pending
p_002749,p_002749_04,4,pending,pending,pending,pending
p_002749,p_002749_05,5,pending,pending,pending,pending
p_002749,p_002749_06,6,pending,pending,pending,pending
p_002749,p_002749_07,7,pending,pending,pending,pending
p_002749,p_002749_08,8,pending,pending,pending,pending
p_002749,p_002749_09,9,pending,pending,pending,pending
p_002749,p_002749_10,10,pending,pending,pending,pending
p_002750,p_002750_01,1,pending,pending,pending,pending
p_002750,p_002750_02,2,pending,pending,pending,pending
p_002750,p_002750_03,3,pending,pending,pending,pending
p_002750,p_002750_04,4,pending,pending,pending,pending
p_002750,p_002750_05,5,pending,pending,pending,pending
p_002750,p_002750_06,6,pending,pending,pending,pending
p_002750,p_002750_07,7,pending,pending,pending,pending
p_002750,p_002750_08,8,pending,pending,pending,pending
p_002750,p_002750_09,9,pending,pending,pending,pending
p_002750,p_002750_10,10,pending,pending,pending,pending
p_002751,p_002751_01,1,pending,pending,pending,pending
p_002751,p_002751_02,2,pending,pending,pending,pending
p_002751,p_002751_03,3,pending,pending,pending,pending
p_002751,p_002751_04,4,pending,pending,pending,pending
p_002751,p_002751_05,5,pending,pending,pending,pending
p_002751,p_002751_06,6,pending,pending,pending,pending
p_002751,p_002751_07,7,pending,pending,pending,pending
p_002751,p_002751_08,8,pending,pending,pending,pending
p_002751,p_002751_09,9,pending,pending,pending,pending
p_002751,p_002751_10,10,pending,pending,pending,pending
p_002752,p_002752_01,1,pending,pending,pending,pending
p_002752,p_002752_02,2,pending,pending,pending,pending
p_002752,p_002752_03,3,pending,pending,pending,pending
p_002752,p_002752_04,4,pending,pending,pending,pending
p_002752,p_002752_05,5,pending,pending,pending,pending
p_002752,p_002752_06,6,pending,pending,pending,pending
p_002752,p_002752_07,7,pending,pending,pending,pending
p_002752,p_002752_08,8,pending,pending,pending,pending
p_002752,p_002752_09,9,pending,pending,pending,pending
p_002752,p_002752_10,10,pending,pending,pending,pending
p_002753,p_002753_01,1,pending,pending,pending,pending
p_002753,p_002753_02,2,pending,pending,pending,pending
p_002753,p_002753_03,3,pending,pending,pending,pending
p_002753,p_002753_04,4,pending,pending,pending,pending
p_002753,p_002753_05,5,pending,pending,pending,pending
p_002753,p_002753_06,6,pending,pending,pending,pending
p_002753,p_002753_07,7,pending,pending,pending,pending
p_002753,p_002753_08,8,pending,pending,pending,pending
p_002753,p_002753_09,9,pending,pending,pending,pending
p_002753,p_002753_10,10,pending,pending,pending,pending
p_002754,p_002754_01,1,pending,pending,pending,pending
p_002754,p_002754_02,2,pending,pending,pending,pending
p_002754,p_002754_03,3,pending,pending,pending,pending
p_002754,p_002754_04,4,pending,pending,pending,pending
p_002754,p_002754_05,5,pending,pending,pending,pending
p_002754,p_002754_06,6,pending,pending,pending,pending
p_002754,p_002754_07,7,pending,pending,pending,pending
p_002754,p_002754_08,8,pending,pending,pending,pending
p_002754,p_002754_09,9,pending,pending,pending,pending
p_002754,p_002754_10,10,pending,pending,pending,pending
p_002755,p_002755_01,1,pending,pending,pending,pending
p_002755,p_002755_02,2,pending,pending,pending,pending
p_002755,p_002755_03,3,pending,pending,pending,pending
p_002755,p_002755_04,4,pending,pending,pending,pending
p_002755,p_002755_05,5,pending,pending,pending,pending
p_002755,p_002755_06,6,pending,pending,pending,pending
p_002755,p_002755_07,7,pending,pending,pending,pending
p_002755,p_002755_08,8,pending,pending,pending,pending
p_002755,p_002755_09,9,pending,pending,pending,pending
p_002755,p_002755_10,10,pending,pending,pending,pending
p_002756,p_002756_01,1,pending,pending,pending,pending
p_002756,p_002756_02,2,pending,pending,pending,pending
p_002756,p_002756_03,3,pending,pending,pending,pending
p_002756,p_002756_04,4,pending,pending,pending,pending
p_002756,p_002756_05,5,pending,pending,pending,pending
p_002756,p_002756_06,6,pending,pending,pending,pending
p_002756,p_002756_07,7,pending,pending,pending,pending
p_002756,p_002756_08,8,pending,pending,pending,pending
p_002756,p_002756_09,9,pending,pending,pending,pending
p_002756,p_002756_10,10,pending,pending,pending,pending
p_002757,p_002757_01,1,pending,pending,pending,pending
p_002757,p_002757_02,2,pending,pending,pending,pending
p_002757,p_002757_03,3,pending,pending,pending,pending
p_002757,p_002757_04,4,pending,pending,pending,pending
p_002757,p_002757_05,5,pending,pending,pending,pending
p_002757,p_002757_06,6,pending,pending,pending,pending
p_002757,p_002757_07,7,pending,pending,pending,pending
p_002757,p_002757_08,8,pending,pending,pending,pending
p_002757,p_002757_09,9,pending,pending,pending,pending
p_002757,p_002757_10,10,pending,pending,pending,pending
p_002758,p_002758_01,1,pending,pending,pending,pending
p_002758,p_002758_02,2,pending,pending,pending,pending
p_002758,p_002758_03,3,pending,pending,pending,pending
p_002758,p_002758_04,4,pending,pending,pending,pending
p_002758,p_002758_05,5,pending,pending,pending,pending
p_002758,p_002758_06,6,pending,pending,pending,pending
p_002758,p_002758_07,7,pending,pending,pending,pending
p_002758,p_002758_08,8,pending,pending,pending,pending
